Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Hecho #252: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-25.505319,-53.356768,27/05/2024
Hecho #253: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-39.567506,-54.796789,18/07/2001
Hecho #254: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-46.573455,-66.683745,25/02/2006
Hecho #255: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-46.953480,-59.168332,20/09/2003
Hecho #256: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",NEVADA,-29.635514,-66.868918,10/08/2014
Hecho #257: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",INCENDIO,-27.236662,-55.235776,28/06/2010
Hecho #258: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-51.420545,-64.784943,18/01/2001
Hecho #259: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",SEQUIA,-52.736999,-65.482249,11/05/2014
Hecho #260: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-34.789255,-54.718625,05/08/2002
Hecho #261: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-50.030110,-56.265194,27/06/2010
Hecho #262: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-26.961418,-53.671729,09/06/2009
Hecho #263: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-44.448621,-71.670238,04/01/2023
Hecho #264: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-50.108354,-68.133222,28/07/2017
Hecho #265: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-23.687004,-66.982845,27/01/2016
Hecho #266: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",SEQUIA,-49.371921,-64.512959,01/06/2021
Hecho #267: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-45.319517,-63.537399,24/08/2004
Hecho #268: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",SISMO,-49.777145,-67.170551,08/08/2006
Hecho #269: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",INCENDIO,-51.073338,-57.190992,16/05/2019
Hecho #270: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-54.280967,-68.535117,16/04/2019
Hecho #271: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",SISMO,-53.116556,-59.069654,19/07/2000
Hecho #272: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-49.062190,-55.964634,10/10/2005
Hecho #273: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",NEVADA,-53.185014,-60.926035,05/11/2005
Hecho #274: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-34.901110,-65.916821,26/02/2000
Hecho #275: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",VIENTO,-31.855706,-69.242175,10/01/2017
Hecho #276: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",SISMO,-41.616564,-70.313076,26/05/2001
Hecho #277: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-44.188303,-58.116505,31/08/2021
Hecho #278: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",INCENDIO,-37.846108,-63.617360,29/01/2015
Hecho #279: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",GRANIZO,-25.249832,-72.073609,13/08/2019
Hecho #280: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-26.061525,-53.323210,19/10/2012
Hecho #281: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-53.521848,-59.573936,25/12/2024
Hecho #282: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",NEVADA,-48.829054,-56.116349,18/12/2006
Hecho #283: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-46.950674,-64.236227,14/05/2014
Hecho #284: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-46.520822,-53.891228,02/03/2000
Hecho #285: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",VIENTO,-35.578090,-69.009500,12/06/2021
Hecho #286: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-40.847078,-69.297278,17/08/2014
Hecho #287: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-53.325360,-55.193305,12/07/2004
Hecho #288: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",NEVADA,-42.297119,-55.165659,19/01/2021
Hecho #289: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-37.192400,-63.019610,21/06/2025
Hecho #290: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INUNDACION,-51.543155,-70.484273,06/10/2001
Hecho #291: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-26.662409,-66.895671,11/10/2021
Hecho #292: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",TORMENTA,-53.233297,-57.916953,18/12/2018
Hecho #293: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-23.555376,-56.080162,15/02/2009
Hecho #294: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-51.630153,-66.046905,03/05/2016
Hecho #295: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-26.318452,-71.775326,22/03/2020
Hecho #296: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",INCENDIO,-24.309793,-59.685466,05/05/2012
Hecho #297: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-21.694597,-58.210059,28/02/2017
Hecho #298: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-27.731120,-64.519706,30/03/2001
Hecho #299: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-28.497764,-61.338048,29/10/2023
Hecho #300: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-33.155569,-53.252570,13/10/2023
Hecho #301: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-28.514124,-68.100028,31/05/2005
Hecho #302: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-50.425225,-61.540446,17/04/2012
Hecho #303: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",VIENTO,-36.773687,-60.780792,23/02/2006
Hecho #304: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",VIENTO,-37.516422,-62.017856,16/04/2010
Hecho #305: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",NEVADA,-25.842547,-55.617409,01/02/2007
Hecho #306: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-39.264822,-60.899849,08/03/2022
Hecho #307: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",INUNDACION,-41.906957,-62.842200,21/11/2017
Hecho #308: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",GRANIZO,-33.254849,-70.539699,09/10/2021
Hecho #309: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-45.940247,-58.935816,01/06/2020
Hecho #310: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-50.247874,-70.357853,22/09/2018
Hecho #311: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-38.752173,-72.468602,16/04/2004
Hecho #312: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-40.825761,-63.229377,10/05/2021
Hecho #313: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",INCENDIO,-47.092622,-61.551095,29/02/2020
Hecho #314: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",NEVADA,-42.504598,-53.018919,15/03/2003
Hecho #315: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",INUNDACION,-42.542657,-58.753464,05/04/2002
Hecho #316: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",SISMO,-43.865151,-56.028194,05/08/2019
Hecho #317: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-42.098221,-66.072239,17/01/2010
Hecho #318: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-31.684726,-62.821706,12/06/2008
Hecho #319: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-44.906200,-53.514620,18/03/2010
Hecho #320: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-22.738830,-64.652229,03/05/2022
Hecho #321: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-23.844167,-56.854192,13/05/2009
Hecho #322: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",NEVADA,-38.649045,-62.480218,14/07/2009
Hecho #323: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-43.835719,-68.520763,13/04/2010
Hecho #324: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",GRANIZO,-36.795217,-61.391627,25/05/2001
Hecho #325: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-26.148943,-68.638759,18/12/2000
Hecho #326: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-32.812030,-72.939460,02/09/2010
Hecho #327: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-27.650678,-68.282080,07/06/2000
Hecho #328: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",TORMENTA ELECTRICA,-36.887443,-69.137123,27/06/2019
Hecho #329: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-33.480801,-65.581576,05/12/2010
Hecho #330: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-45.202709,-55.228062,24/11/2012
Hecho #331: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-30.013632,-65.242939,26/08/2008
Hecho #332: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-48.118244,-56.096247,30/08/2019
Hecho #333: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",INUNDACION,-31.376864,-61.887740,03/01/2011
Hecho #334: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",SEQUIA,-25.735552,-72.847706,27/11/2000
Hecho #335: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",TORMENTA,-50.508504,-69.225266,28/07/2012
Hecho #336: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-34.111089,-54.374439,24/07/2004
Hecho #337: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-51.766745,-60.916531,28/04/2015
Hecho #338: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-30.325669,-54.409063,06/07/2014
Hecho #339: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-52.127231,-66.797600,21/03/2012
Hecho #340: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-23.178046,-58.668752,02/12/2009
Hecho #341: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-50.328130,-57.559497,07/05/2015
Hecho #342: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Reporte de evento con daños materiales y cortes de energía",VIENTO,-22.398072,-53.486008,07/07/2017
Hecho #343: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-27.769938,-72.636470,15/08/2022
Hecho #344: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-34.814812,-53.955256,13/10/2024
Hecho #345: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-28.390780,-65.168196,20/02/2002
Hecho #346: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",GRANIZO,-27.966095,-56.240152,28/12/2016
Hecho #347: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",INUNDACION,-22.835080,-62.105742,07/03/2002
Hecho #348: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",DESLIZAMIENTO,-46.384966,-61.707009,30/09/2010
Hecho #349: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Interviene defensa civil, bomberos y autoridades locales",SEQUIA,-34.937420,-65.812442,01/02/2019
Hecho #350: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-51.768327,-56.430548,18/12/2013
Hecho #351: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-34.050366,-67.719729,19/10/2020
Hecho #352: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",SISMO,-49.176096,-63.155172,04/07/2023
Hecho #353: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA,-35.791679,-61.796510,28/01/2025
Hecho #354: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-35.537363,-58.149578,30/04/2017
Hecho #355: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",TORMENTA,-39.156505,-63.567293,04/05/2017
Hecho #356: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-37.230520,-59.394342,05/09/2020
Hecho #357: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-29.026605,-63.294118,31/12/2005
Hecho #358: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",TORMENTA,-27.825680,-59.813587,06/10/2007
Hecho #359: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Reporte de evento con daños materiales y cortes de energía",SISMO,-38.266791,-59.517130,14/10/2008
Hecho #360: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-34.613823,-58.811169,02/03/2019
Hecho #361: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-23.337968,-56.534004,16/01/2009
Hecho #362: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población",NEVADA,-50.929058,-62.185549,04/08/2003
Hecho #363: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",TORMENTA ELECTRICA,-51.018479,-69.134437,25/07/2020
Hecho #364: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Afecta a varias localidades, se registraron evacuados",TORMENTA ELECTRICA,-52.017894,-59.407183,22/04/2019
Hecho #365: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",VIENTO,-32.632648,-71.457638,20/04/2015
Hecho #366: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",NEVADA,-40.767318,-68.620900,13/09/2022
Hecho #367: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-28.673072,-57.156849,22/05/2020
Hecho #368: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",VIENTO,-32.178132,-64.298597,07/03/2023
Hecho #369: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Reporte de evento con daños materiales y cortes de energía",VIENTO,-43.656316,-63.039117,09/09/2006
Hecho #370: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",SISMO,-24.455537,-53.252062,01/01/2003
Hecho #371: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",NEVADA,-29.073907,-68.296550,17/10/2008
Hecho #372: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",SISMO,-45.801812,-72.608945,15/05/2021
Hecho #373: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-42.617471,-70.772548,23/10/2023
Hecho #374: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados",VIENTO,-44.309041,-68.109963,30/10/2002
Hecho #375: evento reportado,"Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-49.641204,-58.481600,11/01/2022
Hecho #376: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",TORMENTA,-49.975365,-57.483559,26/04/2012
Hecho #377: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-23.171666,-61.690221,23/01/2021
Hecho #378: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",VIENTO,-40.111263,-67.899072,29/07/2017
Hecho #379: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Se emiten alertas tempranas y recomendaciones a la población, Se emiten alertas tempranas y recomendaciones a la población",TORMENTA ELECTRICA,-41.967126,-62.565162,18/07/2001
Hecho #380: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Evaluación preliminar de impacto socioeconómico, ambiental y vial",DESLIZAMIENTO,-30.190686,-72.700849,20/06/2012
Hecho #381: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados",DESLIZAMIENTO,-36.198236,-59.363981,16/04/2002
Hecho #382: evento reportado,"Afecta a varias localidades, se registraron evacuados, Se emiten alertas tempranas y recomendaciones a la población",DESLIZAMIENTO,-23.171240,-60.714049,01/10/2008
Hecho #383: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Reporte de evento con daños materiales y cortes de energía",GRANIZO,-28.469749,-72.564069,04/07/2019
Hecho #384: evento reportado,"Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales, Afecta a varias localidades, se registraron evacuados",GRANIZO,-38.701435,-56.659767,10/08/2017
Hecho #385: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SISMO,-42.203778,-57.731469,22/02/2018
Hecho #386: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Interviene defensa civil, bomberos y autoridades locales",INUNDACION,-21.454527,-66.835525,06/01/2017
Hecho #387: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-30.596152,-60.292467,18/05/2000
Hecho #388: evento reportado,"Reporte de evento con daños materiales y cortes de energía, Evaluación preliminar de impacto socioeconómico, ambiental y vial",SEQUIA,-22.659382,-60.970141,04/01/2015
Hecho #389: evento reportado,"Se emiten alertas tempranas y recomendaciones a la población, Interviene defensa civil, bomberos y autoridades locales",DESLIZAMIENTO,-50.971728,-70.136394,27/06/2012
Hecho #390: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",VIENTO,-26.081855,-69.134814,09/08/2013
Hecho #391: evento reportado,"Afecta a varias localidades, se registraron evacuados, Reporte de evento con daños materiales y cortes de energía",NEVADA,-33.339488,-59.335877,24/06/2005
Hecho #392: evento reportado,"Interviene defensa civil, bomberos y autoridades locales, Se emiten alertas tempranas y recomendaciones a la población",INCENDIO,-50.854663,-54.328967,04/03/2018
Hecho #393: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados",INUNDACION,-34.999228,-61.474314,23/08/2015
Hecho #394: evento reportado,"Afecta a varias localidades, se registraron evacuados, Afecta a varias localidades, se registraron evacuados, Evaluación preliminar de impacto socioeconómico, ambiental y vial",INCENDIO,-31.672724,-61.643737,18/05/2010
Hecho #395: evento reportado,"Evaluación preliminar de impacto socioeconómico, ambiental y vial, Afecta a varias localidades, se registraron evacuados, Interviene defensa civil, bomberos y autoridades locales",NEVADA,-54.581709,-60.066366,16/06/2001
